Customer ID,Age,Gender,City,Education,Occupation,Annual Income (₹),Join Date,Total Spend (₹),Purchase Frequency,Recency (days),Avg Order Value (₹),Satisfaction Score,Online Purchase Ratio,Discount Sensitivity,Loyalty Score,Sessions per Month,Cart Abandonment Rate,Preferred Channel,Payment Method,Top Category 1,Top Category 2,Returns Count,Referrals Made,Archetype
"CUST-00408",43,"Female","Lucknow","Master","Analyst",387581,"2020-03-06",66726,5,8,12962,4.3,0.83,0.22,821,14,0.19,"Word of Mouth","Credit Card","Fashion","Health",0,0,"Premium"
"CUST-00409",48,"Male","Surat","High School","Analyst",89191,"2023-10-16",3840,35,6,313,3.8,0.38,0.51,895,31,0.13,"Social Media","Debit Card","Home Decor","Food Delivery",4,8,"Loyal"
"CUST-00410",51,"Female","Coimbatore","Diploma","Teacher",503827,"2021-09-04",52173,8,19,8876,4.4,0.83,0.17,979,16,0.2,"Email Campaign","Debit Card","Travel","Books",0,0,"Premium"
"CUST-00411",63,"Male","Surat","Master","Freelancer",97194,"2022-10-20",7490,2,166,3957,2.2,0.37,0.49,554,13,0.56,"Mobile App","Debit Card","Travel","Grocery",1,0,"At-Risk"
"CUST-00412",47,"Female","Jaipur","PhD","Engineer",210510,"2021-09-01",90245,8,2,11987,4.8,0.67,0.11,733,25,0.11,"Word of Mouth","UPI","Beauty","Grocery",1,3,"Premium"
"CUST-00413",29,"Male","Kolkata","High School","Freelancer",25986,"2021-10-18",4029,5,93,756,3.2,0.69,0.73,251,11,0.45,"Word of Mouth","Credit Card","Travel","Food Delivery",2,3,"Budget"
"CUST-00414",22,"Male","Coimbatore","Master","Engineer",49403,"2023-12-01",4602,1,20,3225,2.7,0.63,0.83,157,14,0.79,"Email Campaign","Debit Card","Sports","Health",1,1,"Budget"
"CUST-00415",57,"Male","Delhi","High School","Engineer",139291,"2021-12-18",42667,10,27,6608,4.4,0.9,0.17,731,15,0.07,"Email Campaign","UPI","Grocery","Home Decor",1,2,"Premium"
"CUST-00416",48,"Male","Chennai","Diploma","Retired",168059,"2020-11-03",54389,1,11,14974,4.3,0.59,0.3,921,13,0.14,"Mobile App","Cash","Books","Fashion",1,2,"Premium"
"CUST-00417",42,"Other","Coimbatore","Bachelor","Government Employee",486694,"2021-08-03",42696,4,16,6167,4.1,0.86,0.27,720,20,0.17,"Email Campaign","Credit Card","Fashion","Books",1,2,"Premium"
"CUST-00418",29,"Other","Indore","High School","Student",409910,"2022-03-07",56221,2,10,25973,4.4,0.65,0.15,874,22,0.06,"Mobile App","EMI","Electronics","Books",2,2,"Premium"
"CUST-00419",51,"Male","Hyderabad","PhD","Government Employee",529775,"2020-11-06",26267,4,4,11541,4,0.54,0.11,931,11,0.14,"Website","EMI","Books","Food Delivery",2,2,"Premium"
"CUST-00420",47,"Female","Indore","High School","Student",43817,"2020-08-05",8856,1,176,6805,2.7,0.28,0.47,518,6,0.34,"In-Store","UPI","Electronics","Health",1,3,"At-Risk"
"CUST-00421",32,"Female","Delhi","Bachelor","Freelancer",357329,"2023-03-15",14064,6,8,5803,4.3,0.51,0.1,828,1,0.15,"Email Campaign","Cash","Home Decor","Electronics",1,1,"Premium"
"CUST-00422",18,"Other","Surat","Master","Analyst",14737,"2020-09-04",602,1,25,266,3.5,0.68,0.72,313,23,0.5,"Website","Net Banking","Beauty","Travel",4,2,"Budget"
"CUST-00423",18,"Other","Bhopal","Bachelor","Retired",31279,"2020-01-13",151,2,34,306,3.1,0.89,0.89,236,21,0.65,"Website","Credit Card","Travel","Books",0,2,"Budget"
"CUST-00424",33,"Male","Mumbai","High School","Designer",33055,"2022-01-21",3867,4,78,757,3.7,0.82,0.83,306,16,0.63,"Website","Credit Card","Travel","Sports",4,1,"Budget"
"CUST-00425",41,"Female","Coimbatore","High School","Analyst",205299,"2023-12-09",45418,2,5,6241,4.8,0.61,0.26,915,14,0.15,"Website","Net Banking","Food Delivery","Travel",0,2,"Premium"
"CUST-00426",40,"Male","Bhopal","Diploma","Engineer",344491,"2021-11-07",27196,8,22,3486,4.2,0.83,0.15,993,20,0.2,"Word of Mouth","Net Banking","Travel","Food Delivery",0,3,"Premium"
"CUST-00427",18,"Female","Kolkata","PhD","Doctor",20319,"2020-04-26",1999,4,50,962,2.7,0.76,0.88,160,18,0.67,"Website","Credit Card","Beauty","Food Delivery",3,1,"Budget"
"CUST-00428",28,"Other","Indore","Bachelor","Doctor",86826,"2020-02-09",9914,1,70,2399,1.7,0.2,0.74,472,1,0.34,"Website","UPI","Grocery","Beauty",5,1,"At-Risk"
"CUST-00429",18,"Male","Indore","Master","Government Employee",30105,"2020-07-14",1552,1,37,461,2.9,1,0.85,357,22,0.43,"Word of Mouth","Debit Card","Travel","Grocery",3,2,"Budget"
"CUST-00430",34,"Male","Ahmedabad","Master","Analyst",71803,"2020-06-01",12583,26,7,880,4.6,0.69,0.48,813,37,0.21,"Social Media","Cash","Travel","Electronics",4,7,"Loyal"
"CUST-00431",40,"Other","Pune","Bachelor","Freelancer",30234,"2020-07-23",5344,6,101,1129,3.2,0.72,0.89,333,34,0.62,"Social Media","Cash","Sports","Books",4,2,"Budget"
"CUST-00432",22,"Female","Indore","High School","Student",96933,"2021-08-19",8335,2,259,9073,2.9,0.3,0.6,446,1,0.69,"Website","Credit Card","Travel","Health",3,1,"At-Risk"
"CUST-00433",41,"Female","Surat","Diploma","Manager",96893,"2020-02-18",15334,24,2,444,4.3,0.46,0.4,864,52,0.25,"Website","Cash","Sports","Travel",4,0,"Loyal"
"CUST-00434",26,"Female","Jaipur","Master","Retired",92462,"2020-10-23",7713,6,358,2904,2.2,0.47,0.7,594,9,0.62,"Mobile App","EMI","Home Decor","Travel",2,3,"At-Risk"
"CUST-00435",19,"Female","Jaipur","Master","Retired",41135,"2020-04-05",2175,9,83,575,3.2,0.78,0.86,233,18,0.77,"Website","UPI","Home Decor","Fashion",5,1,"Budget"
"CUST-00436",25,"Male","Chandigarh","PhD","Business Owner",75399,"2023-11-06",6189,2,441,5904,2.8,0.48,0.61,595,13,0.44,"Social Media","Credit Card","Beauty","Health",1,2,"At-Risk"
"CUST-00437",35,"Other","Ahmedabad","PhD","Analyst",329200,"2021-05-17",79300,2,18,16108,4.4,0.78,0.13,806,19,0.19,"Word of Mouth","Net Banking","Sports","Electronics",1,2,"Premium"
"CUST-00438",41,"Other","Pune","Bachelor","Analyst",78560,"2021-02-01",5170,1,308,3472,1.9,0.3,0.62,328,3,0.61,"Website","Cash","Sports","Food Delivery",5,3,"At-Risk"
"CUST-00439",50,"Male","Delhi","Diploma","Designer",57757,"2021-04-28",4216,2,277,2341,3.1,0.52,0.72,357,1,0.58,"Social Media","Net Banking","Sports","Travel",4,2,"At-Risk"
"CUST-00440",33,"Other","Jaipur","High School","Student",29603,"2020-04-08",7619,2,508,4958,2.1,0.22,0.68,499,5,0.59,"Website","Credit Card","Grocery","Food Delivery",5,3,"At-Risk"
"CUST-00441",30,"Female","Lucknow","Master","Manager",263068,"2023-07-26",69438,4,1,35860,4.5,0.63,0.23,912,7,0.2,"Website","Net Banking","Electronics","Books",1,0,"Premium"
"CUST-00442",41,"Other","Bangalore","Diploma","Engineer",97714,"2021-01-04",15092,31,12,507,5,0.59,0.38,869,22,0.22,"Word of Mouth","UPI","Grocery","Sports",2,2,"Loyal"
"CUST-00443",46,"Female","Surat","Diploma","Teacher",36643,"2023-10-28",7269,5,285,6690,3,0.55,0.58,537,9,0.47,"Email Campaign","Debit Card","Travel","Grocery",5,3,"At-Risk"
"CUST-00444",45,"Male","Hyderabad","Master","Analyst",84438,"2021-04-07",10290,42,10,335,4.4,0.43,0.35,734,60,0.27,"Email Campaign","UPI","Health","Grocery",0,2,"Loyal"
"CUST-00445",48,"Female","Delhi","PhD","Designer",46317,"2023-04-03",7426,6,376,5552,1.5,0.45,0.64,222,8,0.33,"In-Store","UPI","Grocery","Electronics",4,1,"At-Risk"
"CUST-00446",44,"Male","Chandigarh","PhD","Retired",341174,"2020-09-14",11541,6,17,4523,4.2,0.64,0.12,740,6,0.18,"In-Store","Debit Card","Health","Travel",0,0,"Premium"
"CUST-00447",41,"Male","Bangalore","Diploma","Doctor",109165,"2021-01-23",24869,21,4,753,4.6,0.57,0.53,919,53,0.19,"Mobile App","Net Banking","Electronics","Fashion",5,8,"Loyal"
"CUST-00448",19,"Female","Lucknow","Bachelor","Teacher",27248,"2022-07-16",1114,1,136,1350,2.7,0.89,0.96,106,11,0.41,"In-Store","Cash","Electronics","Home Decor",5,3,"Budget"
"CUST-00449",28,"Male","Delhi","Diploma","Analyst",122835,"2023-02-23",10094,31,10,561,4.2,0.35,0.44,789,17,0.28,"Word of Mouth","EMI","Sports","Health",1,5,"Loyal"
"CUST-00450",37,"Female","Lucknow","High School","Doctor",77633,"2022-11-20",7455,7,400,2531,2.6,0.59,0.62,247,1,0.69,"Website","Net Banking","Beauty","Food Delivery",4,2,"At-Risk"
"CUST-00451",30,"Female","Indore","Master","Analyst",69858,"2023-09-13",17457,35,1,444,4.7,0.34,0.37,929,32,0.35,"Word of Mouth","Net Banking","Electronics","Travel",2,3,"Loyal"
"CUST-00452",30,"Male","Ahmedabad","PhD","Designer",35245,"2020-03-28",1367,4,78,444,2.6,0.68,0.7,213,6,0.64,"Word of Mouth","Debit Card","Travel","Food Delivery",3,2,"Budget"
"CUST-00453",24,"Male","Bhopal","Diploma","Salesperson",35601,"2021-07-20",1433,1,46,1575,3.7,0.69,0.84,289,11,0.76,"Social Media","Net Banking","Books","Beauty",2,1,"Budget"
"CUST-00454",55,"Other","Chandigarh","High School","Analyst",46167,"2022-08-20",2410,1,80,1501,3.1,0.31,0.74,373,8,0.47,"Website","Debit Card","Beauty","Health",3,0,"At-Risk"
"CUST-00455",38,"Female","Chandigarh","High School","Teacher",35542,"2021-07-02",4580,7,98,2424,2.8,0.76,0.7,113,39,0.54,"In-Store","Net Banking","Home Decor","Food Delivery",4,1,"Budget"
"CUST-00456",20,"Other","Jaipur","Master","Designer",24262,"2022-06-11",795,10,94,296,3.8,1,0.72,279,22,0.75,"Email Campaign","EMI","Electronics","Home Decor",0,1,"Budget"
"CUST-00457",23,"Male","Kolkata","High School","Student",16786,"2021-09-20",1029,11,77,413,3.3,0.66,0.72,253,9,0.72,"Social Media","Credit Card","Travel","Electronics",0,0,"Budget"
"CUST-00458",34,"Male","Coimbatore","Master","Engineer",60078,"2020-10-23",6006,5,133,1477,1.8,0.54,0.71,413,4,0.57,"Website","Cash","Books","Sports",5,1,"At-Risk"
"CUST-00459",58,"Female","Jaipur","Master","Analyst",578255,"2023-08-01",27838,7,1,11292,4.6,0.72,0.11,880,17,0.13,"Social Media","EMI","Electronics","Travel",1,2,"Premium"
"CUST-00460",28,"Male","Kolkata","Master","Student",10856,"2022-02-26",3271,4,18,1577,3.7,0.81,0.83,216,12,0.49,"Website","EMI","Sports","Electronics",5,0,"Budget"
"CUST-00461",32,"Female","Bhopal","Bachelor","Freelancer",84775,"2022-04-21",2582,3,331,696,1.6,0.25,0.42,252,1,0.43,"Email Campaign","UPI","Health","Electronics",0,0,"At-Risk"
"CUST-00462",57,"Male","Surat","Bachelor","Teacher",42850,"2021-03-21",764,1,303,2303,2.3,0.43,0.78,230,1,0.4,"Social Media","UPI","Travel","Sports",0,2,"At-Risk"
"CUST-00463",47,"Female","Coimbatore","Master","Salesperson",16987,"2022-05-17",1554,1,234,1405,3,0.35,0.61,493,9,0.62,"Email Campaign","Debit Card","Home Decor","Electronics",3,2,"At-Risk"
"CUST-00464",47,"Male","Chandigarh","PhD","Analyst",230445,"2022-01-11",29741,3,9,8410,4.4,0.56,0.21,858,7,0.17,"In-Store","Net Banking","Books","Home Decor",1,2,"Premium"
"CUST-00465",58,"Other","Lucknow","Bachelor","Analyst",199594,"2021-06-28",43710,8,7,6476,4.8,0.7,0.26,984,16,0.1,"Word of Mouth","Credit Card","Books","Fashion",1,1,"Premium"
"CUST-00466",34,"Other","Hyderabad","Diploma","Teacher",32935,"2021-03-13",4617,5,84,1540,3.1,0.61,0.82,326,5,0.43,"Mobile App","Credit Card","Fashion","Electronics",3,3,"Budget"
"CUST-00467",36,"Female","Jaipur","Master","Salesperson",46304,"2021-01-17",10825,3,283,1986,1.8,0.26,0.57,492,3,0.63,"Word of Mouth","EMI","Food Delivery","Health",4,3,"At-Risk"
"CUST-00468",27,"Male","Indore","PhD","Analyst",24426,"2023-01-20",871,6,95,232,3.3,0.99,0.93,276,13,0.61,"Word of Mouth","Net Banking","Health","Sports",3,3,"Budget"
"CUST-00469",47,"Female","Surat","Master","Salesperson",122006,"2021-07-12",9624,15,4,466,4.7,0.52,0.59,896,50,0.11,"Social Media","UPI","Health","Grocery",3,4,"Loyal"
"CUST-00470",50,"Other","Pune","Diploma","Retired",396411,"2020-07-19",46156,1,17,28758,5,0.69,0.28,889,12,0.17,"Word of Mouth","Cash","Health","Travel",1,2,"Premium"
"CUST-00471",37,"Other","Pune","Master","Student",63486,"2022-11-28",8425,16,12,261,4.3,0.59,0.41,918,27,0.23,"Website","Credit Card","Fashion","Travel",4,2,"Loyal"
"CUST-00472",38,"Other","Indore","High School","Government Employee",457931,"2020-03-26",38994,2,18,10231,4.4,0.77,0.29,720,8,0.1,"Social Media","Debit Card","Health","Grocery",1,1,"Premium"
"CUST-00473",48,"Female","Jaipur","Master","Freelancer",41308,"2023-11-05",5554,3,260,1750,2.3,0.22,0.68,280,1,0.6,"Word of Mouth","Net Banking","Electronics","Food Delivery",0,0,"At-Risk"
"CUST-00474",23,"Male","Kolkata","Diploma","Engineer",117099,"2023-01-15",12006,1,150,3388,2.8,0.56,0.6,244,2,0.38,"Mobile App","Net Banking","Books","Sports",2,3,"At-Risk"
"CUST-00475",29,"Male","Ahmedabad","Diploma","Government Employee",22388,"2023-11-24",2663,5,100,558,2.5,0.73,0.7,390,19,0.73,"Word of Mouth","Cash","Travel","Grocery",2,3,"Budget"
"CUST-00476",35,"Female","Hyderabad","PhD","Manager",41114,"2021-02-05",3247,1,263,1389,1.6,0.3,0.66,264,1,0.63,"Email Campaign","EMI","Food Delivery","Beauty",1,0,"At-Risk"
"CUST-00477",54,"Male","Bangalore","Bachelor","Government Employee",469418,"2022-01-06",59226,1,30,25492,4.1,0.6,0.19,826,6,0.2,"In-Store","Net Banking","Home Decor","Books",1,3,"Premium"
"CUST-00478",26,"Female","Indore","Diploma","Engineer",19902,"2020-05-10",3587,1,72,2772,3.4,0.97,0.88,311,6,0.68,"Email Campaign","Cash","Health","Sports",5,3,"Budget"
"CUST-00479",55,"Other","Bangalore","Diploma","Designer",146593,"2020-08-12",7986,5,227,1228,2.2,0.27,0.71,337,6,0.34,"Word of Mouth","Cash","Travel","Grocery",4,1,"At-Risk"
"CUST-00480",49,"Female","Chennai","Diploma","Student",60023,"2022-11-05",3646,1,412,1123,1.9,0.31,0.63,565,7,0.33,"In-Store","Credit Card","Sports","Travel",0,1,"At-Risk"
"CUST-00481",31,"Male","Mumbai","High School","Doctor",393066,"2021-05-04",34411,8,37,4595,4.8,0.89,0.23,998,11,0.17,"Social Media","UPI","Health","Sports",0,0,"Premium"
"CUST-00482",60,"Female","Delhi","Bachelor","Analyst",47102,"2023-01-11",4795,7,186,1343,3.2,0.54,0.56,251,6,0.64,"Website","Credit Card","Food Delivery","Beauty",5,2,"At-Risk"
"CUST-00483",22,"Other","Chandigarh","High School","Teacher",23147,"2021-06-02",1486,7,66,467,3.6,0.63,0.79,147,12,0.58,"Email Campaign","Net Banking","Fashion","Sports",5,2,"Budget"
"CUST-00484",41,"Other","Jaipur","High School","Salesperson",59069,"2022-02-13",13888,6,235,1936,1.6,0.38,0.45,296,8,0.4,"Website","Credit Card","Home Decor","Food Delivery",0,0,"At-Risk"
"CUST-00485",25,"Female","Chennai","Diploma","Student",43949,"2020-05-21",3926,4,168,624,3.4,0.85,0.96,136,21,0.49,"Website","EMI","Electronics","Books",4,3,"Budget"
"CUST-00486",18,"Female","Delhi","High School","Government Employee",36634,"2020-07-15",1679,4,28,610,3.6,0.73,0.85,310,19,0.51,"In-Store","Net Banking","Food Delivery","Sports",2,1,"Budget"
"CUST-00487",27,"Male","Bangalore","High School","Retired",16832,"2021-05-21",4814,1,30,2235,3.6,0.82,0.89,277,19,0.57,"Word of Mouth","UPI","Electronics","Home Decor",1,3,"Budget"
"CUST-00488",50,"Other","Hyderabad","High School","Teacher",38958,"2023-02-23",11240,9,265,5909,1.8,0.25,0.64,277,6,0.44,"Mobile App","UPI","Beauty","Electronics",5,3,"At-Risk"
"CUST-00489",46,"Female","Kolkata","PhD","Retired",91161,"2020-03-21",1659,2,210,619,1.9,0.54,0.76,465,3,0.57,"Email Campaign","EMI","Fashion","Food Delivery",3,2,"At-Risk"
"CUST-00490",34,"Male","Pune","High School","Salesperson",263984,"2020-08-27",54379,4,25,15924,4.8,0.76,0.25,794,14,0.19,"Word of Mouth","Debit Card","Health","Travel",1,3,"Premium"
"CUST-00491",50,"Female","Bhopal","High School","Doctor",84777,"2022-05-23",3402,3,361,1237,2.2,0.44,0.61,445,7,0.4,"Mobile App","EMI","Beauty","Food Delivery",0,1,"At-Risk"
"CUST-00492",37,"Male","Coimbatore","PhD","Doctor",48147,"2022-04-19",7977,9,229,3663,2.8,0.59,0.68,592,8,0.59,"Email Campaign","Credit Card","Health","Electronics",0,2,"At-Risk"
"CUST-00493",34,"Male","Pune","PhD","Government Employee",260253,"2023-06-06",6243,7,4,1934,4.8,0.55,0.14,863,13,0.07,"Word of Mouth","Net Banking","Grocery","Food Delivery",1,2,"Premium"
"CUST-00494",49,"Male","Surat","PhD","Business Owner",77518,"2021-11-15",10227,1,310,3872,1.7,0.41,0.54,493,11,0.53,"Social Media","EMI","Beauty","Sports",5,1,"At-Risk"
"CUST-00495",45,"Female","Bhopal","Bachelor","Analyst",110518,"2022-05-03",22543,17,11,1199,4.3,0.61,0.49,811,26,0.23,"Website","UPI","Home Decor","Electronics",3,3,"Loyal"
"CUST-00496",41,"Other","Mumbai","Master","Analyst",78671,"2023-12-06",5619,1,283,6649,2.2,0.26,0.42,363,7,0.62,"In-Store","EMI","Fashion","Health",3,2,"At-Risk"
"CUST-00497",32,"Other","Chandigarh","Master","Salesperson",56381,"2023-12-12",18165,17,4,1244,4.5,0.66,0.57,811,35,0.23,"Mobile App","Cash","Sports","Health",3,1,"Loyal"
"CUST-00498",48,"Other","Lucknow","High School","Student",51016,"2022-01-10",8049,12,257,2977,2.9,0.45,0.41,456,14,0.34,"Website","Net Banking","Health","Electronics",0,2,"At-Risk"
"CUST-00499",24,"Other","Bhopal","Diploma","Analyst",22715,"2023-06-07",3241,7,83,565,2.8,0.82,0.74,201,14,0.53,"Email Campaign","Cash","Fashion","Grocery",0,2,"Budget"
"CUST-00500",32,"Other","Hyderabad","Master","Manager",591322,"2023-09-19",56566,1,35,34554,4.6,0.74,0.25,706,7,0.14,"Social Media","UPI","Food Delivery","Home Decor",2,0,"Premium"
"CUST-00501",57,"Female","Ahmedabad","Master","Salesperson",70105,"2021-05-11",4394,4,308,970,2.9,0.59,0.47,514,11,0.62,"Mobile App","Debit Card","Travel","Food Delivery",0,1,"At-Risk"
"CUST-00502",29,"Female","Delhi","Master","Analyst",52995,"2022-01-04",2619,2,200,1585,3,0.3,0.67,223,1,0.65,"Social Media","EMI","Beauty","Travel",5,3,"At-Risk"
"CUST-00503",42,"Male","Jaipur","Master","Analyst",325621,"2020-07-14",15231,7,6,2524,4.9,0.73,0.27,726,4,0.18,"Word of Mouth","Credit Card","Grocery","Sports",0,1,"Premium"
"CUST-00504",58,"Male","Chennai","High School","Teacher",118933,"2023-07-23",2656,8,133,908,1.6,0.23,0.42,335,10,0.36,"In-Store","Credit Card","Beauty","Health",4,2,"At-Risk"
"CUST-00505",38,"Female","Bangalore","PhD","Salesperson",43432,"2022-03-03",2896,7,31,1032,2.3,0.23,0.77,477,18,0.63,"Word of Mouth","Credit Card","Fashion","Sports",1,1,"At-Risk"
"CUST-00506",29,"Male","Pune","Bachelor","Student",21129,"2022-06-11",5018,4,72,1422,2.6,0.82,0.91,203,21,0.56,"Word of Mouth","UPI","Health","Beauty",0,0,"Budget"
"CUST-00507",35,"Other","Coimbatore","Bachelor","Designer",31866,"2022-06-20",1951,4,253,2235,1.7,0.36,0.78,436,6,0.35,"Word of Mouth","Cash","Health","Books",2,2,"At-Risk"
"CUST-00508",33,"Male","Indore","Bachelor","Salesperson",37989,"2023-10-12",5677,4,142,7871,2.7,0.43,0.57,469,8,0.38,"Website","UPI","Health","Grocery",2,1,"At-Risk"
"CUST-00509",38,"Male","Kolkata","Master","Doctor",131621,"2023-05-15",70177,1,14,18804,4.9,0.58,0.2,772,19,0.11,"Website","Debit Card","Health","Travel",0,3,"Premium"
"CUST-00510",34,"Female","Indore","PhD","Teacher",194009,"2022-10-08",46536,1,3,15748,4.2,0.62,0.28,767,7,0.09,"In-Store","UPI","Travel","Health",2,1,"Premium"
"CUST-00511",52,"Female","Hyderabad","Master","Engineer",47203,"2023-04-26",2917,1,369,1565,3,0.26,0.7,487,6,0.42,"Email Campaign","UPI","Grocery","Travel",5,0,"At-Risk"
"CUST-00512",25,"Female","Mumbai","PhD","Teacher",57008,"2023-02-22",2963,3,59,1038,2.3,0.49,0.8,402,9,0.57,"In-Store","UPI","Health","Travel",2,1,"At-Risk"
"CUST-00513",43,"Male","Jaipur","PhD","Manager",102606,"2022-09-26",12290,21,2,631,4.9,0.57,0.51,893,20,0.2,"Mobile App","Debit Card","Books","Grocery",2,1,"Loyal"
"CUST-00514",40,"Female","Kolkata","Master","Analyst",43778,"2021-02-20",7919,1,144,6743,1.7,0.4,0.74,337,2,0.52,"Mobile App","Net Banking","Travel","Food Delivery",4,3,"At-Risk"
"CUST-00515",45,"Other","Coimbatore","High School","Doctor",43840,"2021-11-07",3938,1,322,1068,2.1,0.28,0.51,597,1,0.68,"Word of Mouth","Debit Card","Travel","Grocery",1,1,"At-Risk"
"CUST-00516",35,"Male","Hyderabad","High School","Analyst",143085,"2020-01-25",19078,5,4,11068,4.6,0.75,0.2,812,14,0.12,"Social Media","Credit Card","Home Decor","Grocery",2,3,"Premium"
"CUST-00517",23,"Other","Ahmedabad","PhD","Doctor",35491,"2020-10-25",750,4,19,145,2.9,0.69,0.84,322,32,0.54,"Social Media","EMI","Grocery","Home Decor",4,2,"Budget"
"CUST-00518",51,"Female","Indore","Master","Student",402280,"2023-07-05",62193,12,15,7194,4.8,0.68,0.25,767,12,0.11,"Website","UPI","Electronics","Food Delivery",0,1,"Premium"
"CUST-00519",59,"Female","Bangalore","Bachelor","Government Employee",330555,"2022-03-10",30222,2,4,2730,4.3,0.76,0.23,700,5,0.08,"Mobile App","EMI","Health","Sports",2,0,"Premium"
"CUST-00520",48,"Male","Coimbatore","Bachelor","Student",313216,"2021-04-11",72746,3,5,10960,4.1,0.77,0.25,917,5,0.13,"Mobile App","Debit Card","Beauty","Home Decor",2,0,"Premium"
"CUST-00521",46,"Other","Mumbai","High School","Analyst",57510,"2022-03-08",11681,6,102,2889,2,0.23,0.53,478,7,0.4,"Word of Mouth","Net Banking","Sports","Books",1,2,"At-Risk"
"CUST-00522",30,"Other","Surat","Bachelor","Teacher",12910,"2022-12-13",4617,4,98,949,3.7,0.83,0.83,131,16,0.49,"Mobile App","Credit Card","Sports","Fashion",3,0,"Budget"
"CUST-00523",24,"Female","Coimbatore","Diploma","Salesperson",28467,"2022-05-01",1887,3,104,1258,3.5,0.75,0.74,292,15,0.53,"Social Media","Cash","Beauty","Travel",4,2,"Budget"
"CUST-00524",23,"Other","Hyderabad","Diploma","Designer",14798,"2023-11-14",1351,6,128,387,2.5,0.83,0.8,301,9,0.7,"In-Store","EMI","Electronics","Health",4,1,"Budget"
"CUST-00525",18,"Male","Surat","Bachelor","Salesperson",30136,"2022-09-13",3318,3,66,1350,2.9,0.66,0.82,311,16,0.45,"Word of Mouth","Credit Card","Books","Health",1,1,"Budget"
"CUST-00526",27,"Male","Mumbai","High School","Retired",13075,"2023-03-14",416,1,101,578,2.7,0.94,0.78,346,6,0.58,"Social Media","Credit Card","Grocery","Fashion",2,2,"Budget"
"CUST-00527",34,"Other","Bangalore","Master","Retired",108795,"2023-06-25",4507,25,2,498,3.9,0.46,0.44,817,27,0.11,"Website","Cash","Fashion","Health",1,6,"Loyal"
"CUST-00528",37,"Other","Coimbatore","PhD","Business Owner",17456,"2023-11-19",3827,1,32,889,3,0.83,0.84,355,16,0.68,"Website","Cash","Travel","Food Delivery",0,3,"Budget"
"CUST-00529",50,"Other","Coimbatore","Diploma","Doctor",59932,"2022-12-04",2135,36,7,207,4.1,0.55,0.56,636,18,0.28,"In-Store","EMI","Sports","Food Delivery",3,1,"Loyal"
"CUST-00530",56,"Female","Lucknow","PhD","Business Owner",49934,"2021-06-07",8134,1,396,3381,1.8,0.23,0.5,466,11,0.46,"Email Campaign","Net Banking","Sports","Home Decor",2,2,"At-Risk"
